Symbol,Strike,Type,LTP,Change,Change%,Volume,OI,Bid Qty,Bid,Ask,Ask Qty,Open,High,Low,Prev Close,Total Trades
,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
