Ticker,XCH,LTP,Qty.,Chg,% Chg,Bid Qty,Bid,Open,P.Close,Low,High,Avg Price,T.Volume,Total Value,OI,OI Change,Strike Price,Exp. Date,Option Type
,NSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
