Ticker,XCH,LTP,Qty.,Chg,% Chg,Bid Qty,Bid,Open,P.Close,Low,High,Avg Price,T.Volume,Total Value,OI,OI Change,No.of contracts,Strike Price,Exp. Date,Option Type,P.Open,OI-Combined Fut,5-Days Avg Vol,Calc Column 1
Index Options,NSE,909.65,53,-158.55000000000007,-14.842726081258197,150,914.15,1101.5,1068.2,859.3,1101.5,941.64,53,37.43,112,-11,53,22300.0,23-Jan-2025,Call,1101.5,0.0,0.0,0.004990692
Index Options,NSE,5.7,217257,0.9500000000000002,20.000000000000004,11700,5.6,3.9,4.75,2.35,8.6,4.64,217257,756.05,39006,504,217257,22300.0,23-Jan-2025,Put,3.9,0.0,0.0,0.100807248
Index Options,NSE,0.0,0,0.0,0.0,1125,846.35,0.0,1041.6,0.0,0.0,0.0,0,0.0,1,0,0,22350.0,23-Jan-2025,Call,0.0,0.0,0.0,0.0
Index Options,NSE,6.85,100946,1.6499999999999995,31.73076923076922,6675,6.8,3.95,5.2,2.7,10.3,5.5,100946,416.4,14392,856,100946,22350.0,23-Jan-2025,Put,3.95,0.0,0.0,0.0555203
Index Options,NSE,820.0,60,-148.5,-15.332989158492513,225,815.15,1013.45,968.5,765.25,1020.0,858.58,60,38.64,115,27,60,22400.0,23-Jan-2025,Call,1013.45,0.0,0.0,0.00515148
Index Options,NSE,8.3,289703,2.500000000000001,43.103448275862085,3300,8.25,3.2,5.8,3.1,12.25,6.1,289703,1325.39,46616,5701,289703,22400.0,23-Jan-2025,Put,3.2,0.0,0.0,0.17671883
Index Options,NSE,748.55,24,-196.9000000000001,-20.826061663758008,1575,774.2,938.95,945.45,737.9,938.95,909.94,24,16.38,60,1,24,22450.0,23-Jan-2025,Call,938.95,0.0,0.0,0.002183856
Index Options,NSE,10.25,127798,3.75,57.692307692307686,3900,10.2,3.1,6.5,3.1,14.8,8.06,127798,772.54,12640,1893,127798,22450.0,23-Jan-2025,Put,3.1,0.0,0.0,0.10300518800000001
Index Options,NSE,724.0,792,-154.45000000000005,-17.5821048437589,150,722.15,897.05,878.45,667.25,914.0,762.89,792,453.16,804,92,792,22500.0,23-Jan-2025,Call,897.05,0.0,0.0,0.060420888
Index Options,NSE,12.95,399865,5.499999999999999,73.82550335570468,9000,12.9,6.45,7.45,4.2,18.1,9.44,399865,2831.04,81325,-1476,399865,22500.0,23-Jan-2025,Put,6.45,0.0,0.0,0.37747255999999996
